,Unnamed: 0,Unnamed: 0.1,category,url,question
1234,1234,2062,stroke,/komunitas/topic/neuropati,"saya pernah tiba2 tidak bisa menggerakkan tangan dan kaki saya, analisa  pertama kali ka sy kena neuropati, setelah pemeriksaan darah dan ctscan semua hasilnya baik tp memang selama ini sy selalu menderita sakit kepala dan saya merasa belum puas dgn hasil dari  tersebut."
595,595,171,hipertensi,/komunitas/topic/aritmia-jantung-5," smlm sy ke klinik, sy sesak napas rasanya oksigen dlm tubuh amat sedikit, napas pendek, udh antara hidup dan mati, kata nya sy mnderita aritmia jantung. nah itu gmn solusinya,soal ny sampai pagi ini sy masih sesak napas tp denyut jantung tidak brdebar lagi kyk smlm
"
108,108,2313,aritmia,/komunitas/topic/aritmia-masih-berlanjut-2,"..sudah hampir 2 bln jantung sy berdebar ga beraturan.sy adalah mantan penderita asd tipeii sdh operasi jantung 5 thn yg lalu dan jg ablasi jantung 3 thn yg lalu.tp   aritmia sy kambuh lg apalagi klw mau tidur jantung berdetak nya terasa banget trus lemes badan nih pernah jg sy terbangun dr tidur karena aritmia sy kambuh,mohon jawaban nya .apa mungkin aritmia bisa kambuh lg meskipun sdh pernah ablasi...? terimakasih  sebelumnya.."
510,510,396,gagal-jantung,/komunitas/topic/sesak-napas-124,",

saya punya keluhan yaitu sering kali sesak napas, terutama kalau mau tidur. saya sudah coba mengatur napas, tapi tidak pernah berhasil. saya pria umur 45 th, punya sakit hipertensi, rutin mengkonsumsi obat hipertensi ""captopril 25 mg"" 2 kali sehari.
1 tahun belakangan, berat badan saya turun, dari 65 kg menjadi 52 kg.
saya sering terlmbat makan, bahkan kadang pernah tidak merasa lapar seharian, terutama ketika ada masalah. apakah sesak napas ini ada hubungannya dengan maag, ?
saya merasa takut untuk periksa ke  langsung. takutnya saya didiagnose sakit jantung.
 atas perhatiannya dan saya tunggu responnya.

agus
"
216,216,2353,aritmia,/komunitas/topic/aritmia-4,"o , sy menderita aritmia sudh lama. 3 tahun lalu dirawat di icu karna aritmia. ,bagai cara pengobatan nya? harus sampai kapan  aq minum obat?"
537,537,780,hipertensi,/komunitas/topic/tekanan-darah-tinggi-14,",sya kn tekanan darah tinggi,
bisa sya minum air kelapa muda??"
1075,1075,1350,stroke,/komunitas/topic/kaki-dan-tangan-saya-tidak-bisa-di-gerakan,", saya wawan umur 51 thn jenis kelamin laki2 ,dan saya punya peran, 4hari yg lalu saya bangun tidur tiba2
2 kaki dan tangan saya lumpuh dan sewaktu bidan setempat cek tensi darah saya mencapai 230,dan saya di rawat di puskesmas 1x24jam dan alhamdulillah normal kembali, tp setelah pulang ke rumah kaki dan tangan saya pegal2 apalagi sewaktu bangun dari tidur saya, sebelumnya kaki dan tangan saya sering kram ataupun kesemutan ,jadi apa penyebab yg saya derita itu  dan harus bagai mana saya menyikapi penyakit saya itu
"
328,328,2217,gagal-jantung,/komunitas/topic/apakah-sakit-gagal-jantung-akan-divonis-seumur-hidup," ,  mengalami gejala gagal jantung seperti pergelangan kaki bengkak , letih , sesak nafas di malam hari , berat badan naik drastisapakah  mengalami gagal jantung dan divonis seumur hidupÃ¢Â "
1223,1223,253,stroke,/komunitas/topic/konsultasi04d190,",, mengapa tangan dan kaki sebelah kiri tidak bisa digerakkan namun kanan masih bisa digerakkan 
"
277,277,389,gagal-jantung,/komunitas/topic/pigmentasi-2,"   mengapa od irang yg gagal jantung terjadi pigmentasi kukit
"
23,23,908,aritmia,/komunitas/topic/disritmia-2,",
 , kalau disritmia dengan aritmia itu sama atau tidak ya ? kalau berbeda letak perbedaannya dimana? terimakasih ð
"
795,795,2493,serangan-jantung,/komunitas/topic/apa-obatnya-dok-26,saya sering merasakan tiba tiba dada sebelah kiri sakit seperti jantungnya menyangkut atau apa saya tidak mengerti . itu penyakit apa  dan bagaimana cara penyembuhannya? terimakasih sebelumnya.
684,684,577,hipertensi,/komunitas/topic/cara-memulihkan-kadar-gula-rendah," , orangtua saya kadar gula darah nya rendah sekitar 89, dan dia memilik darah tinggi. kira kira cara kenormalkan kembali gula darahnya dan tidak membahayakan tekanan darahnya gimana ? makanan atau minuman apa yang sebaiknya diberikan untuk orang tua saya?"
731,731,1510,hipertensi,/komunitas/topic/apakah-ini-hipertensi-2," ,,
usia saya 20,, barusan saya periksa ke  karena kurang enak badan,, pas diperiksa tensi saya 140/70, dan suhu badan 38. apakah saya terkena hipertensi??"
733,733,373,hipertensi,/komunitas/topic/halo-dok-mau-tanya-2,".   apakah alasan valsartan diminum malam hari dan bisoprolol di pagi hari ?
"
577,577,1145,hipertensi,/komunitas/topic/sarah-tinggi,", aku may  doing. mama ku punya darah tinggi darahnya 200/110, buat nurunin cepet gimana ? soalnya gak tega kalo udah sakit kepala."
365,365,2133,gagal-jantung,/komunitas/topic/bagaimana-definisi-tentang-jantung-bocor,",
saya heni 23 tahun, 4 tahun lalu saya pernah di diagnosa menderita suspect vsd (jantung bocor), waktu itu  menyarankan operasi tetapi karna kendala biaya saya tidak melakukan operasi hanya obat jalan.
jantung bocor apakah bisa menyebabkan serangan jantung juga ?
saya juga tidak melakukan operasi kira2 dampak apa kemungkinan bisa terjadi, mohon penjelasannya sedikit .
kalau kecapekan saya merasa nyeri pada dada.
terimakasih."
201,201,2332,aritmia,/komunitas/topic/masalah-jantung-6," , saya dengarkan bunyi jantung saya kayaknya ada yg aneh. detaknya reguler, tapi kadang ada detak jantung yg aneh, detaknya kalo di dengar stetoskop lebih lambat dari detak reguler, tapi jika diraba di dada kiri, lebih keras dan detak yg aneh itu lebih terasa detaknya didada. apa kelainan yg saya alami sok?"
755,755,297,hipertensi,/komunitas/topic/nyeri-bahu-akibat-hipertensi,"...   masalah hipertensi....  mengalami hipertensi dan mengakibatkan nyeri pda bahu dan lengan atas malah terjadi pembengkakan. bagaimana cara mengobatinya???? bolehkah dikompres??? dan kompres es atau hangat yang cocok....
"
599,599,1026,hipertensi,/komunitas/topic/sakit-kepalat-yg-tdak-biasa,"    dia kalau skit kepala pasti keluar darah terus dari mata n seperti nangis darah . itu knpa  ?
terimakasih"
118,118,2343,aritmia,/komunitas/topic/ves-ventrikel-extra-sistole,"...  tentang hasil mcu saya kemarin. dengan pemeriksaan ekg. ekg saya hasilnya...irama sinus,axis normal,ves unifokal frequent. saran okupasinya dari hasil ekg di dapatkan gambaran ves. bagaimana penangannya dan dan minta penjelasan dari hasil pemeriksaan ekg.apakah dlm kategori biasa atau parah. krn hasil ini mengacu di tempat saya bekerja. by.solihin"
361,361,2180,gagal-jantung,/komunitas/topic/penyakit-apa-26,"ass ...  sedang sakit, dari badan smpe kaki bengkak,kadang sesak klo nafas  . itu gejala penyakit apa y ..... mohon bantuann."
191,191,2397,aritmia,/komunitas/topic/penyakit-gondok,", bila hasil test laboratoriumnyat3 total Ã¢Â = 1,1 Ã¢Â  Ã¢Â  Ã¢Â ( normal 0,6 - 1,85 )t4 total = 6,5 Ã¢Â  Ã¢Â  ( normal 4,8 - 12,0 )tsh Ã¢Â  Ã¢Â  Ã¢Â  Ã¢Â = 3,6 Ã¢Â  Ã¢Â  ( normal 0,4 - 6,0 )kesimpulan yang diberikan : euthyroid itu apa maksudnya ?dan  dengan hasil lab yg dlm keadaan normal tetapi leher saya semakin lama tetap bertambah besar ? dan keluhan nya gemetar serta jantung berdebar - debar selalu ? Ã¢Â dapatkah leher saya dikecilkan kembali.bagaimana pengobatannya.makasih ."
137,137,2261,aritmia,/komunitas/topic/aritmia-ves," saya perempuan usia 26 thn, sudah punya anak 1.saya sering nyeri dada kiri bagian bawah sudah ekg gambarannya ves, cek elektrolit hasil normal, cek tiroid hasil normal. saya konsul k dr. jantung diberikan bisoprolol 2.5mg. tapi masih sering nyeri dan ekg ves. minta sarannya ,, thx"
56,56,2395,aritmia,/komunitas/topic/apa-obat-untuk-aritmia-jantung,"  jantung sya sering berdebar debar, kadang sampe susah utk bernafas, sering pusing juga bahkan dlm 1 bulan sya smp 2x masuk rs....kalo sya lgi stres detak jantung saya berdebar sekali sampe tdk bisa tidur.....bagaimana sya bisa terbebas dari aritmia jantung "
1045,1045,1668,stroke,/komunitas/topic/stroke-46,.. bapak saya umur 71 thn dan menderita stroke yang mengakibatkan setengah bagian tubuhnya lumpuh.. sudah dirawat selama 5 hari di rs dan sekarang menjalani berobat jalan.. yang ingin saya kan apakah penyakit stroke dapat sembuh hanya dengan minum obat2 an dari  atau apakah ada metode lain yg dapet membantu proses kesembuhan dari penderita stroke.. mohon pencerahann.. ..
91,91,456,aritmia,/komunitas/topic/apa-saya-sakit-jantung-atau-asam-lambung-dok-,"keluhan saya ad di jantung yg sering berdebar"" kencang, panikan, sering kepikiran takut mati/pingsan, tidak suka keramaian, badan lemes, sampai leher kayak kenceng ketarik gitu, dan stress. ini gejala apa ? 
"
1235,1235,1047,stroke,/komunitas/topic/gangguan-gerak,", telapak tangan tidak bisa di kontrol bahkan untuk memegang sesuatu saja sulit, apa itu stroke ?
"
1010,1010,2579,serangan-jantung,/komunitas/topic/obat-tulang-punggung-dan-perut,"hi saya menderita sakit magh dan sering sakit pada tulang punggung sampai terkadang membuat saya merasa sesak nafas, saya pernah dinyatakan usus buntu lalu di operasi tapi setelah itu sakit saya masih sering kembali datang.mohon penjelasan ttg penyakit yg saya alami dan obat untuk ini, hormat saya"
54,54,2420,aritmia,/komunitas/topic/jantung-5,apakah aritmia itu berbaha?
490,490,381,gagal-jantung,/komunitas/topic/paru-13,"  lagi sedot cairan dan ka cairannya berwarna merah dan juga ka  terkena kanker 
"
538,538,394,hipertensi,/komunitas/topic/apakah-hipertensi-berpengaruh-pana-anestesi-bius-total," ,
 .  punya darah tinggi kemudian ada nanah di kakinya yang mungkin harus operasi membuangnya karena hampir penuh setelapak kaki. peran saya adalah apakah darah tinggi ada pengaruhnya terhadap bius total? karena sebelum operasi  pasti ketakutan (phobia rumah sakit) dan karena ketakutan pasti jadi darah tinggi
terimakasih
"
447,447,772,gagal-jantung,/komunitas/topic/lemah-jantung-28," apakah remaja lakilaki berumur 17 tahun yang punya lemah jantung boleh ikut dalam pertandingan sepak bola? maksudnya apakah bahaya atau tidak jika dibatasi hanya bermain pada babak pertama saja...
"
228,228,2248,aritmia,/komunitas/topic/apa-obat-untuk-saya-dok," nama mamanda. jadi gini , saya merasakan detak jantung saya berdetak dengan kuat dan keras, badan saya juga ikut gemetar mengikuti irama jantung saya. rasanya sesak , mata berkunang kunang dan saya juga pusing . selesai itu saya berusaha tenang dan ya berhasil dong tapi tangan saya malah gemetaran . rasanya susah megang barang kecil bakan megang barang besar malah jadi lemas dan ber gemetaran terus  dan sekarang kek nya tambah parah . badan saya jadi sering gemetaran juga. itu saya kena penyakit apa ?"
696,696,628,hipertensi,/komunitas/topic/hipertensi-124,".. sya iim..
  ,, saya mempunyai adik usia 14th.. dia mempunyai tensi yg tidak kunjung turun,Â  tensinya mencapai 180/ ... sedangkan adik saya mempunyai tinggi yg tidak normal untuk usianya n perutnya yg besar n keras ,,, apakah smua itu berpengaruh pada tekanan darahnya? atau itu memang ada kelainan?? mohon penjelasan n solusin.. n kira2 adik saya masi bisa untuk tinggi atau gimana? :("
207,207,447,aritmia,/komunitas/topic/jantung-berdebar-kencang-dengan-inetrval-tidak-tetap,", saya wanita umur 22 tahun keseharian berkerja sebagai karyawan -+ bisa s/d 9 jam per harinya .akhir akhir ini saya sering mengalami jantung berdebar kencang tanpa interval yg pasti dan kalau hal tsb terjadi dimalam hari, pasti berujung tidak bisa tidur. selain itu saya juga suka tiba tiba tarik nafas panjang dan pas buang nafasnya agak susah.
sebelumnya belum pernah mengalami hal diatas,, dan didalam keluarga saya juga tidak ada riwayat sakit jantung.
"
1274,1274,2030,stroke,/komunitas/topic/kejang-otot-setelah-setruk,saya baru pulang dari rumah sakit setelah dirawat 14 hari terserang setruk pecah pembuluh darah setelah saya dirumah sering sakit otot di bawah ketiak sakitnya seperti keram...saya kelumpuhan sebelah kiri tapi sekarang sudah bisa digerakan normal lagiyang saya kan apa itu biasa atau memang penyakit lain lagi
1124,1124,1955,stroke,/komunitas/topic/tia,"mlm ..bbrp hri yg lalu tpatnya hri jum'at tgl 25 maret  tiba2 bicara pelo kmudian lemas sluruh badan dan pusing mutar ktny.dan stlah saya bwa ke sbuah rs swasta dan mndptkan suntikan mecobalamin,citicolin 500 kndisi mmbaik dan dprbolehkan plg hri slasa.obat yg dbwakan plg ad kalmeco,citicolin 500,dan clopidogel/cpg.nah prtnyaan sya 2 hri stlah plg knp  mrasakan pusing lg dan mual?tkb .mohon pnjelasannya scra rinci"
1067,1067,1321,stroke,/komunitas/topic/orang-kena-stroke-masih-bisa-hamil,"bila ada pria berumur 59 tahun sakit stroke dan diabetes stengah badan nya lumpuh tapi membaik untuk kaki sudah 80% baik selama 1 tahun , sedangkan istrinya berumur 34 tahun. apakah mungkin untuk istrinya bisa hamil? 
"
911,911,574,serangan-jantung,/komunitas/topic/nyeri-perut-bagian-tengah-atas-secara-berkelanjutan,", saya mahasiswi semester 3, makan saya sering tidak teratue dan saya sangat menyukai mie instan.

beberapa bulan kebelakang perut saya sering nyeri dan sakit yang luar biasa dibagian tengah atas, saya juga mulai kehilangan nafsu makan dan sering merasa cepat kenyang, bab saya sangat tidak teratur bahkan bisa 2 minggu sekali.

kira2 ada kemungkinan2 apa saja yang terjadi terhadap perut saya ?
mohon jawabannya, terimakasih.
"
104,104,437,aritmia,/komunitas/topic/aritmia-dan-bisoprolol,"hai  (spesialis jantung),
Â 
  mengenai pengobatan aritmia.
beberapa bulan yang lalu, saya didiagnosa mengidap aritmia. pada saat itu saya diberikan obat bisoprolol untuk 2 minggu.
setelah mengkonsumsi obat tersebut, saya merasa lebih baik.
sekitar 1-2 bulan terakhir ini, aritmia tersebut mulai mengganggu lagi.
perannya: apakah saya boleh menggunakan bisoprolol lagi untuk mengobatinya? apakah efeknya jika bisoprolol tidak diminum secara berkelanjutan (hanya diminum jika merasa tidak enak saja)?
Â 
.
,
rudy
"
174,174,2245,aritmia,/komunitas/topic/asam-lambung-dan-jantung-berdebar-2,"terimakasih para  yang telah membantu peran saya. sehingga  dapat segera tertolong. stelah 8 hari di rumah sakit yang kata  asam lambung, muntaber dan di sertai jantung selalu berdebar ( karna punya lemah jantung).nah stelah pulang dari rumah sakit, langsung periksa darah dan ka terkena tipes, dan jantungnya normal. yang saya kan gejala asam lambung kok masi ada ? kemudian juga sering berdebar jantungnya. untuk makan susah mulutnya agak pait. kira kira apa permasalahan sebenarnya ya? dan obat apa yang bagus untuk di konsumsi"
450,450,774,gagal-jantung,/komunitas/topic/biasakah-penderita-jantung-bengkak-di-sembuhkanbagaimana-cara-penyembuhannya,"ass.wr wab slmt mlm    saya menderita jantung bengkak dn saat ini saya sedang hamil.tapi saya harus mengkonsumsi obat jantung seumur hidup..apakah berbahaya atw tidak kpda janinya.?? dn apakah penyakit saya ini bisa sembuh total? klw bisa dengan cara bagaimana??
smoga saya dapat jwaban dari   wass.wr.wab
"
601,601,1537,hipertensi,/komunitas/topic/ketergantungan-obat-gatal,",mohon bantuan solusinya saat ini saya ketergantungan obat methylprednisolone 16mg dan saya konsumsi tiap malam dan sudah berlangsung selama 1 tahun..jika saya istrahat 2 hari tidak minum obat, gatal2 disekitar kaki dan tangan kambuh lagi dan berair..selama saya konsumsi obat ini gatal2 pada kaki dan tangan saya mengering namun efeknya berat badan saya naik 15 kg normalnya 45 s/d 48kg bb saya..usia saya 36 tahun.
mohon bantuan dan petunjuknter hormat,
meyki"
4,4,2254,aritmia,/komunitas/topic/detak-jantung-25,"saya perempuan 20 tahun kemaren lusa tiba tiba saya merasa seperti darah saya dari atas turun ke jantung kemudian biasa saja lalu terasa lagi kemudian begitu terus sampai sekarang. sekiranya  ya? saat saya pegang jantung saya, rasanya seperti detak biasa kemudian saat darah terasa turun jantung saya terasa dug dengan keras tiba-tiba. saya nanti jawabannya. "
901,901,2567,serangan-jantung,/komunitas/topic/sakit-pada-payudara-3,"slamat   ? lana mw  , klw kta merasa skt di payudara dn rasa sakit it terasa sampai ke belakang tubu , ap it termaksut dlm gejala kangker pda payudara?"
704,704,442,hipertensi,/komunitas/topic/darah-tinggi-63,"...
perkenalkan  nama saya ekta usia 42 tahun.
 bertan sdh hampir seminggu ini tengkuk saya rasanya gerah, berat dan leher juga terasa berat untuk menoleh dan digerakkan agak terasa sakit. dan tidak ada rasa pusing, tiga hari yang lalu saya periksa kepuskesmas dan tensi saya 160/100 dan cek lolesterol saya 169, saya di berikan obat catropil. dua hari kemudian saya cek tensi saya sdh turun menjadi 140/90 tapi sampai saat ini tengkuk saya masih terasa tidak nyaman. yang ingin saya kan apakah penyebab sakit tengkuk saya itu  dan apakah obat tekanan darah tinggi saya harus di konsumsi rutin selamanya karena saya juga punya riwayat darah tinggi.Â 
apakah ada buah2 yang bisa di konsumsi berkaiatan dengan penyakit sa
sebelumnya saya ucapkan 
"
176,176,2277,aritmia,/komunitas/topic/skip-beat-juga-tangan-dan-kaki-selalu-berkeringat,", saya perempuan 20 tahun, , dari kecil telapak tangan dan kaki saya selalu berkeringat, keringat ini muncul baik saat saya sedang gugup atau biasa saja, di ruangan panas atau bahkan berpendingin udara. dan baru beberapa bulan terakhir juga saya menyadari saya sering skip beat, jadi detak jantung saya kadang-kadang lepas gitu , saya gapernah periksa karena sampai saat ini saya masih sehat , atau setidaknya terlihat sehat, cuma mau tau aja sebenarnya  karena saya sering kepeleset jadinya saking banjir kaki saya. atau ada jenis makanan yg harus saya kurangi? maap  banyak . terimakasih :)"
590,590,420,hipertensi,/komunitas/topic/tekanan-darah-makin-tinggi-jika-bergerak-ataupun-bicara,"dear  saya stroke udah 3 tahun sebelah kanan lumpuh,.... masalahnya,..kondisi saya semakin baik kaki saya yang kanan mulai bisa menapak yang sebelumnya nekuk..... tapi seminggu ini kondisi jadi dop,.. darah saya tinggi sekali 160 atas dan 100 bawah..  ini tekanan darah saya makin tinggi dan tdak turun2 jika berjalan ataupun berbicara tekanan darah makin tinggi....saya harus bagai mana? apa yang terjadi dengan saya? ....  ..
mashar fahmi
"
390,390,413,gagal-jantung,/komunitas/topic/penyebab-keluar-darah-dari-gusi-pada-pengidap-stroke,"  ini saudara jauh saya sakit stroke udah 6 bulan akhir akhir ini keluar darah pada gusi semakin hari kok tambah banyak keluarnya di tambah lagi kakinya semakin bengkak .. kemarin belum keluar darah bisa jalan kok malah sekarang susah jalan akibat bengkak pada kakinya..  ..
"
1192,1192,751,stroke,/komunitas/topic/dok-saya-mau-tanya-ayah-saya-mengalami-gejala-mati-rasa-pada-tangan-bagian-kiri,",  ...  mengalami mati rasa pada tangan bagian kiri.. apakah itu merupakan gejala stroke ringan.?? karena  memiliki kolesterol tinggi, hipertensi.. terus sering pusing ,, kira2 cara mengatasi bagaimana .?? dan kalo ingin ke  kira2  spesialis apa.?? penyakit dalam atau  spesialis syaraf.?? mohon bantuann... terimakasih
"
701,701,324,hipertensi,/komunitas/topic/pusing-ketika-minum-weight-gainer," sy usia 28th bb sy 52kg tb sy 171cm sy ingin bulking jd sy beli mass gainer dr muscletech, baru sy minum 2 scoop kepala sy terasa pusing dan berat dan sy malah tambah lemas bukannya bertenaga, mohon  apabila sy teruskan minum kira"" tidak masalah atau gmn  karna sayang jg susunya sudah di beli skitar 10kg. mhon d jawab  supaya sy tau hal apa yg harus sy lakukan ððððð
"
399,399,820,gagal-jantung,/komunitas/topic/chf-2,"  
wktu hamil ank kedua umur kehamilan 32 minggu saya di diagnosa chf ,hingga saya harus melahirkan secara cesar
dari bogor saya di rujuk ke cipto dengan alasan alat kurang. tapi sampai di cipto saya d cek jantung lagi ternyata saya tidak terdeteksi chf
peran saya chf itu akan kambuh lagi atau tidak jika saya hamil lagi?
saya pun tidak periksa lagi ke  jantung karena setelah melahirkan saya tidak sesak nafas lagi
cuma kadang2 dada sebelah kiri sakitsampai ke punggung n sering berdebar
 "
499,499,818,gagal-jantung,/komunitas/topic/gagal-jantung-7,"hai  sy  apa orang yang mempunyai riwayat gagal jantung dapat melakukan aktivitas berat,,,terimakasih"
308,308,811,gagal-jantung,/komunitas/topic/obat-payah-jantung-yang-efectif,"sy sdah didiagnosa oleh  mengalami psayah jantung,sudsh sembilan bulan saya melakukan pengobatan secara routine sesuai dg petunjuk  namun sampai sekarang saya madih harus mengkonsumsi obat seperti clopidogrel,aspilet,furocemide,nitrokaf retard dan simvastatin,apa hal ini harus sy lakukan? hasilnya masih kurang maksimal terhadap perkembangan"
747,747,1552,hipertensi,/komunitas/topic/obat-prahipertensi, ..  laki2 um 18 th cek tekanan 138/84...bagaimana cara menurunkan tekanan darahnya apakah aman sikasih nifedipine dosisnya brp perhari.. 
1088,1088,703,stroke,/komunitas/topic/kenapa-orang-yg-terkena-stroke-sulit-untuk-buang-air-kecil,"  , beberapa hari ini  terkena stroke ringan akibat dari pembuluh darah yg pecah dikepala, sudah dirawat di rumah sakit selama satu minggu, sekarang sudah pulang dirumah, yg ingin saya kan   sulit untuk buang air kecil  ?
"
511,511,2189,gagal-jantung,/komunitas/topic/tiba-tiba-merasa-kepala-oleng,nenek saya umur 66 tahun sering mengalami tiba tiba oleng apa penyebabnya dan tolong solusinya
1268,1268,1377,stroke,/komunitas/topic/pengobatan-17,"pengobatan apa yang harus dilakukan ketika pasien mengalami stroke batang otak?
"
936,936,2758,serangan-jantung,/komunitas/topic/dada-terasa-nyeri-penyebabnya-apa,",  yaa dada saya terasa sesak dan nyeri saat bernafas? tlg saranya dong. tks"
321,321,2203,gagal-jantung,/komunitas/topic/jantung-15,", . saya umur 15. akhir2 ini sering pusing, kira2 sejak 1Â½ bulan yg lalu. awalnya pusing dan lemas selama seminggu, sudah ke puskesmas, lalu sembuh. selang bbrp hari, pusing lagi. pusingnya seperti cekot2 di daerah dahi kanan&kiri, serta dahi tengah sampe terasa di hidung atas. kalo malam mau tidur juga sesak, seperti tbtb paralyzed sleep trus badan merinding. sering masuk angin, biasanya di telapak kaki terasa aneh kalo tidak tertutup, berasa harus selimutan atau pake kaos kaki. di pergelangan kaki seperti bengkak, tetapi tidak sakit, kalau ditekuk terlihat 2 garis. apakah ini gejala gagal jantung, ? kalau iya, gagal jantung apa? bagaimana penanganannya, ya?"
1232,1232,1122,stroke,/komunitas/topic/lemas-pada-salahstu-sisi-bagian-wajah," ,  , knapa ya sebelah wajah saya kaya lemas, mata sama bibir kaya susah buat digerakanterimakasih 
"
170,170,2342,aritmia,/komunitas/topic/tanda-penyakit-apa-ini,"
akhir-akhir ini jantung  tiba-tiba bergetar sendiri seperti kesetrum listrik.
itu tanda aapaa ..??"
665,665,176,hipertensi,/komunitas/topic/hpertensi,"
.
 , saya punya kakak ipar berusia 76 tahun dan sudah sejak lama menderita hipertansi
sejak usia 50an, tensinya tidak stabil , kadang 140/80 kadang 160/70, bisa juga 170/80, bisa juga 180/70 dan tiba2 bisa 200/80, tanpa merasa gejala apa2.
oleh  di beri obat amlodipine 2,5mg. karena kadang ketika periksa ke  hasil tensi 140/80. sebab kata nya bila tensi atas tinggi dan yg bawah normal gak masalah.
kata nya ini biasa di karena kan perasaan tidak tenang atau stres.  ,apakah bener tidak berbahaya seperti yg di katakan nya? dan cukup dengan obat amlodipine 2,5 mg?
.



"
48,48,2402,aritmia,/komunitas/topic/jantung-berdebar-setiap-hari-saat-hamil," ..
  sejak masa kehamilan 4 bulan sampai sekarang sudah memasuki 5 bulan lebih, jantung saya hampir setiap hari berdebar cepat seperti orang gugup hampir tidak terhitung berapa kali dalam sehari..
tapi tidak ada sakit  cuma perasaannya sangat tidak nyaman dan dihantui ketakutan yang aneh2.
kalau tidak berdebar setiap saat jantung saya denyutnya melebihi dari biasa sebelum hamil...saya sungguh takut kalau terkena penyakit jantungmohon penjelasannter ..
.."
200,200,468,aritmia,/komunitas/topic/nyeri-jantung-area-dada,", sy iwan 26 tahun.   yaa jantung sy berdebarnya tidak braturan, kadang terasa nyeri saat buang air kecil biasanya saat bangun tidur siang. trus kalo sy bernapas suka loss begtu. tapi gak sampe pusing atau - sih. padahal sy tidak mengkonsumsi alkohol, tidak merokok juga, minum kopi pun kadang-kadang aja. sy juga raijn berolahraga, namun tidak rutin . cuma disela2 kesibukan pekerjaan sy.... trimkasih
"
568,568,196,hipertensi,/komunitas/topic/tekanan-darah-tinggi-32,"  ... saya mempunyai riwayat penyakit darah tinggi. pernah tekanan darah saya 160/130 kemudian saya diopname. saya selalu konsumsi obat tiap hari yang diberikan/dianjurkan  abat yg saya minum yaitu amoldipin dan kandesartan. awalnya hanya satu saja yg diminum yaitu amoldipin, karena tekanan darah saya tidak normal  menganjurkan diminum keduanya. namum setelah sekian lama tiba2 tekanan darah saya turun menjadi 80/60, akibatnya kepala saya mejadi pusing dan rasa badan tidak enak ..! kemidian saya pergi ke dr. puskesmas, dia menganjurkan hanya satu obat yg boleh diminum. menurut  ghimana solusinya... atas infonya saya ucapkan terimakasih.
"
1174,1174,1254,stroke,/komunitas/topic/obat-struk-secara-herbal," apa obat struk secara herbal yang bisa anda anjurkan ramuannya karna tanah indonesia banyak tanaman yang bermanfaat buat obat...1.apakah daun dewa bagus buat penderita struk....2. daun pinus dan buah apel di jus di youtube dan web banyak yg bercerita dau pinus dan apel baik buat obat struk.3.kulit/buah mahkota dewa di berbagai web di sebutkan juga baik buat obat struk apakah betul4.daun buah sirsak juga banyak yg mnyebutkan banayk manfffatnya buat obat apa ini juga termasuk bisa buat struk.5 .bila beberapa bahan tersebut yang baik di kunsumsi bila di campur jadi ramuan mana saja yg baik terimkasih sebelumnya
"
1202,1202,2026,stroke,/komunitas/topic/stroke-4,   om saya ko bisa kena stroke ringan yaa padahal ka awalnya dia cuma masuk angin biasa setelah berobat ke dan minum obatnya langsung terserang stroke. trimakash .
771,771,642,hipertensi,/komunitas/topic/bagaimana-menurunkan-tekanan-darah-diastolik,"  ijin , bagaimana cara menurunkan tekanan darah diastolik yg tinggi (125/100)???obatnya apa? trimakasih"
811,811,2573,serangan-jantung,/komunitas/topic/sakit-punggunh, saya m  saya sakit punggung sebslah kiri trus lama kelamaan jd sakit di dada. saya d ronsen tp tdk apa2. gmana  cara ngobatiny
965,965,2807,serangan-jantung,/komunitas/topic/dada-kiri-saya-sering-sakit," dada kiri saya sering sakit tp klaw saya coba untuk sendawa mengurangi rasa sakit tersebut bahkan sakitnya sampai ke punggung apakah saya terkena gangguan jantung  ?
terimakasih "
549,549,224,hipertensi,/komunitas/topic/tensi-darah-23," , saya pria umur 23 tahun dengan tinggi badan 170 dan berat -+70kg  , mengenai tensi darah . saat medical checkup tensi pertama 148 kedua 136 ketiga 132 dan terakhir 128 dihari yang sama . ini   ? apakah 128 dikatakan normal ? atau ada gangguan lainnya ? padahal saya sering donor darah dan baik baik saja bahkan selau lolos pengecekan fisik sebelum didonor
"
1250,1250,715,stroke,/komunitas/topic/stroke-sudah-3-tahun-apakah-ada-kemungkinan-sembuh-,", sebelumnya saya jelaskan kondisi :1.  sudah 3 tahun mengalami stroke dengan gejala: tidak bisa bicara, gangguan anggota badan yg kanan dan tidak bisa berdiri2. awalnya masih bisa berjalan dg pelan namun sering jatuh akhirnya sampai sekarang hanya di tempat tidur.3. tangan kiri dan kaki kiri masih bisa berfungsi.4. sudah tidak mengeluh sakit kepala5. gula, kolesterol, jantung normalperan:1. apakah kondisi  bisa berpeluang sembuh? mengingat saya pernah mendengar bahwa sistem tubuh mampu memperbaiki dirinya sendiri. 2. penanganan apa yg paling tepat untuk ?
"
