,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,category,url,question
524,524,249,249,penyakit-katup-jantung,/komunitas/topic/ganti-katup-jantung-metode-tavi,",  akan menjalankan operasi pergantian katup jantung, namun usia nya sudah 70 tahun. kami menginginkan operasi ganti katup dengan metode tavi (tanpa pembedahan) yang mau saya , setelah operasi dengan metode tavi, katup nya bisa bertahan berapa tahun, ? memungkinkan tidak bertahan diatas 10 tahun? trima kasih banyak.

,

yesi"
799,799,599,599,penyakit-jantung-bawaan,/komunitas/topic/vsd-bisa-nutup-sendiri,",,baby yg kna vsd 0' 950 ap bisa mntp sendiri dr? lalu bagaimana cara merawat ank yg kna vsd
"
1231,1231,2244,2244,aritmia,/komunitas/topic/jantung-berdebar-kencang-hamil-9-minggu,"asu'alaykum ,

saya wanita usia 35th dan saat ini sy hamil anak ke-3 dng jarak kehamilan 4thn..
pd hamil sebelumnya saya tdk prh merasakan ngidam dan hal-hal yg lain selain mual dan muntah. tetapi hamil kali ini sering mengalami perasaan gak enak bahkan sampai susah bergerak, lemas dan sdh 3 hari terakhir ini saya mengalami jantung yg berdebar kencang, tapi terkadang berhenti sekitar 15 menit trus gak lama begitu berdebar-debar lagi..

perannya, apakah hal tsb wajar pd kehamilan saya?
karena dari riwayat kehamilan pertama dan kedua alhamdulillah tdk ada kelainan,semua anak lahir normal dan genap bulan..

mohon penjelasannya.
"
1359,1359,2372,2372,aritmia,/komunitas/topic/ini-kenapa-dok-2,", knp ya saya sering merasakan jantung berdetak kencang sampe denyutannya itu terasa pdhal tdk sakit, nyeri atau sesak nafas, cuma tiap kali detak rasanya itu lemas apalagi kalo habis melakukan aktifitas seperti angkat barang rasanya itu berdetak tak karuan dan kadang jg demam, kepala nyeri sebelah kiri itu knp  ? tolong solusi menstabilkan irama jantungnya gmna ?"
1601,1601,2614,2614,serangan-jantung,/komunitas/topic/nyeri-dada-kiri-ato-diagnosanya,".
saya sering x merasakan sakit pada dada sebelah kiri. yg awal nya mungkin menyangka hanya masuk angin biasa. . yg seringbersendawa dan sembuh ketika minum tolak angin. . tapi setelah 2 bulan ini nyeri dada sebelah kiri nya sering terasa. bahkan selalu terasa sakit sampe punggung blakang hingga pundak dan tangan dan kaki sebelah kiri pegel sakit gitu  .
itu knapa ?"
1336,1336,2349,2349,aritmia,/komunitas/topic/jantung-seperti-berhenti-mendadak-satu-detik,"  tentang kesehatan saya, saya berumur 19 tahun, terus terang sayang aga bingung mendeskripsikan kan nya gimana, jadi  kalo kurang dimengerti.. saya suka ngalamin perasaan seperti denyut jantung berhenti mendadak, jantung saya seperti disentak, nafas kaya yang hampos, seperti melenyap disertai batuk hanya sekali seperti kaya yang mengeluarkan udara. tapi pas mau kerasa tidak ada tanda sama sekali jadi spontan langsung kerasa, sontak saya suka kaget. tapi setelah kerasa jantung normal kembali. tapi pas jantung nya dipegang tetap berdetak, dada tidak sakit ataupun sesak, durasinya sekitar 1detik setiap sentakan dan sekali kerasa bisa sampai 1-3 sentakan, jadi sensasinya kaya orang yang lagi terkejut terus detak jantung nya seperti berhenti sedetik. namun setelah beberapa kali dirasakan, sentakan nya serasa berada di tenggorokan. awalnya saya kerasa pada saat futsal 5 tahun yang lalu dari situ saya gak pernah olahraga karena takut, tapi gejala hilang dengan sendiri nya dan dalam waktu berdekatan saya terkena asam lambung karena jarang makan pola makan yang tidak teratur dan aktifitas yang berat.. sudah 3 tahun asam lambung dan jantung saya tidak pernah kambuh kembali tapi saya gak pernah olahraga karena takut dan sering cemas.. namun beberapa bulan belakangan ini asam lambung nya kambuh kembali dan beberapa kali denyut jantung seperti mendadak berhenti kembali terutama saat olahraga namun pernah saat sedang diam pun pernah kerasa.. sudah beberapa kali ke sudah di cek ekg, paru paru dan darah semuanya normal hanya saja pada saat di cek ekg jantung saya berdebar debar karena cemas tapi kata  itu hal yang wajar.. semua  bilang saya terkena asam lambung dan diakibatkan karena stres.. apakah yang saya rasakan seperti jantung berhenti mendadak di akibatkan oleh asam lambung atau karena premature ventricular contractions (pvcs)? karena saya baca gejala yang jantung nya sama seperti pvcs? apakah itu berbahaya kalau olahraga?karena hingga saat ini saya takut buat berolahraga.. saat ini asam lambung saya sudah mulai membaik dan denyut jantung sudah beberapa bulan tidak kerasa.. tapi untuk kedepan nya apakah saya boleh berolahraga kembali? dan jantuk sperti berhenti mendadak apakah karena asam lambung atau karena premature ventricular contractions (pvcs) makasih  sebelum nya"
1384,1384,2397,2397,aritmia,/komunitas/topic/penyakit-gondok,", bila hasil test laboratoriumnyat3 total Ã£ÂÃ¢Â = 1,1 Ã£ÂÃ¢Â  Ã£ÂÃ¢Â  Ã£ÂÃ¢Â ( normal 0,6 - 1,85 )t4 total = 6,5 Ã£ÂÃ¢Â  Ã£ÂÃ¢Â  ( normal 4,8 - 12,0 )tsh Ã£ÂÃ¢Â  Ã£ÂÃ¢Â  Ã£ÂÃ¢Â  Ã£ÂÃ¢Â = 3,6 Ã£ÂÃ¢Â  Ã£ÂÃ¢Â  ( normal 0,4 - 6,0 )kesimpulan yang diberikan : euthyroid itu apa maksudnya ?dan  dengan hasil lab yg dlm keadaan normal tetapi leher saya semakin lama tetap bertambah besar ? dan keluhan nya gemetar serta jantung berdebar - debar selalu ? Ã£ÂÃ¢Â dapatkah leher saya dikecilkan kembali.bagaimana pengobatannya.makasih ."
252,252,251,251,stroke,/komunitas/topic/badan-tiba2-lemas-mendadak-dan-tidak-bisa-di-gerakkan-sperti,"..  br  akhir2 ini badanya sering lemas mendadak dan tidak bisa di gerakkan..apakah ini yg d namakan gejala strok ...hasil tes tensi 220 
"
1604,1604,2617,2617,serangan-jantung,/komunitas/topic/apa-penyebab-sakit-dada-2,"slmat pg , sy mrsakan skit dada sampai kadang sulit untuk menarik nafas. dada saya terasa pengap, seperti terisi penuh. kira2 ap sebabnm
"
959,959,834,834,gagal-jantung,/komunitas/topic/kontraktilitas-jantung-menurun," ,   baru baru ini orang tua saya terkena serangan jantung , memang sblumnya sdh ada riwayat jantumg ..kemungkinanbkan kalsium yg drop 1 koma (sekian saya lupa tepatnya berapa ) tapi sekararang sdh pulih ...kalsium nya sudah di 4 koma sekian

berikut riwayat orang tua saya

- usia 64 tahun laki laki
- selama saya di rumah sakit setelah pulih rata rata tensi nya sekitar
120 /70 atau 110 / 80
- ada riwayat kejang (karena sudah angkat tumor otak meningioma ) tapi sekarang sdh jauh membaik selama asupan nutrisi sama kalsium terpenuhi
- bel pernah di ring ataupun bypass karena kasus nya berbda entah kelainan atau apa sy jg kurang mengerti
- kontrol jantung rutin sebulan skali

namun setelah serangan jantung kemarin kontraktilitas nya jadi menurun yg sebelumnya 22 % menjadi 19 %

saya minta saran kira kira langkah kedepan apa saja yg harus saya lakukan mengingat selama ini semuanya terpantau dengan baik di rumah sakit ...

apa apa saja langkah terbaik yg harus saya lakukan setelah orang tua saya berada di rumah nanti ..

apa persiapan yang harus saya lakukan

  .. sementara itu dolo saya jg agak trauma stlh melihat kmrn trkn serangan jantung"
358,358,83,83,penyakit-jantung-koroner,/komunitas/topic/jantung28aba5,"siang doc, untuk diagnosis jantung koroner apakah harus melakukan tindakan suntik lovenox?apakah ada alternatif selain tindakan tersebut?.
"
1255,1255,2268,2268,aritmia,/komunitas/topic/gejala-jantung-6,"izin bertan, waktu itu saya menjalani test tni dan ternyata saya gagal di tahap kesehatan dan di nyatakan bahwa saya memiliki gejala jantung. nah yang mau saya kan gejala jantung itu apa sebuah penyakit? atau hanya gejala saja. dan apa itu bisa disembuhkan?

padahal pola hidup saya teratur, dari mulai olahraga, pola hidup. terkadang saya tidur malam, tetapi tidak sering hanya sesekali dalam sebulan. apakah dari faktor itu penyebabnya?"
337,337,62,62,penyakit-jantung-bawaan,/komunitas/topic/batuk-gak-kunjung-sembuh-wajah-membengkak," ,sya   umr 8 thn awalnya sakit batuk trus pilek,smpai skrg batuk ny gk kunjung smbuh sdh 2 mingguan,mlh skrg demam dan bdan ny kluar bentol2 trus mukanya jadi bengkak gtu.apakah itu alergi atau punya penyakit lain ny .sdh mnum obt tp batuk ny gk kunjung smbuh,sdh di priksakan jg di bidan.tlg saran ny 
"
1250,1250,2263,2263,aritmia,/komunitas/topic/wajar-atau-tidak-dan-solusinya,"  . ada 3 peran nih
1. setiap ketiduran di lantai dan bangun tidur di lantai jantung berdetak kencang
2. setiap bangun tidur tumit kaki berasa sakit. memang kalau di tusuk benda tumpul kaki sakit banget dan berasa lbh sakit pas bangun tidur
3. setiap malam saya harus basahin handuk krna tubuh berasa panas dan setiap malam saya bisa minum air putih 2btl ukuran 750ml (suhu tubuh normal)
apakah itu wajar saja atau saya harus cek up"
278,278,3,3,penyakit-jantung-bawaan,/komunitas/topic/mencegah-pjb--,"  promil lagi sebaiknya vitamin apa yang bisa saya konsumsi unt menjegah pjb?krn kemarin  usia 5hr meninggal krn pjb,terimakasih
"
1312,1312,2325,2325,aritmia,/komunitas/topic/badang-terasa-melayang-mau-jatuh,", .. sudah 2 minggu mengalami badan terasa melayang mau jatuh kehilangan keseimbangan, kepala sakit, kaki semutan dan dingin apalagi kena air dan ac. sdh berobat 2 kali tapi masih belum ada perubahan, mata mengantuk terus..
mohon jawabannya,
 jawabannter

mohammad ramli di batam."
623,623,423,423,gagal-jantung,/komunitas/topic/pembengakakan-jantung-dan-paru-paru-basah," sya mau  gimana yah cara mengobatii penyakit pembengkakan jantung dan paru2 basah sudh kehabisan uang unt membeli obat2annya dan penyakit ni sudh lama bgt  trus makannan apa yang hrus dikonsumsi dan dihindarii.. selain obat kita harus bagaimna  . mohon balasannya
"
1161,1161,2174,2174,gagal-jantung,/komunitas/topic/pengobatan-yg-tepat-seperti-apa," .
ibu sya akhir2 ini merasa pusing, mudah lelah, bergerak dikit lgsg lemes keringat dingin, mual. tekanan darahnya 110/80. kira2 sakit apa ya? dan pengobatan yg tepat nya bgmna?"
319,319,44,44,penyakit-jantung-bawaan,/komunitas/topic/penyakit-jantung-keturunan," , bagaimana cara mencegah hal buruk dari penyakit jantung keturunan
"
1192,1192,2205,2205,gagal-jantung,/komunitas/topic/komplikasi," ,saya yulius ,  dunk jika dm dan hipertensi apa saja sih yang bisa menyebabkan komplikasi bagi organ tubuh mana saja yang bisa terserang 2 penyakit ini ,dan sya  beda tdk amplodipine 2 kali sehari 1 tablet yang 5 mg dengan 1 kali 1 amplodipine 10,mg buat di minum gmn penjelasan n .."
1276,1276,2289,2289,aritmia,/komunitas/topic/aritmia-8, taun lalu saya didiagnosa kena tiroid dan pada saat cek up sya diketahui kl irama jantung saya sedikit bermaslah sering berdebar kencang tanpa sebab meski tidak melakukan aktifitas apakah itu termasuk aritmia juga?dan apakah berbahaya?
923,923,798,798,gagal-jantung,/komunitas/topic/bolehkan-penderita-gagal-jantung-berpergian-jauh," , , apakah boleh seseorang yg di diagnosis menderita gagal jantung berpergian jauh menggunakan kereta selama 15-20 jam?
mohon infonya yah ..  :)
"
476,476,201,201,penyakit-katup-jantung,/komunitas/topic/pasang-ring-jantung,", saya adi ingin , saya di diagnosa oleh dr spesialis jantung menderita icrbbb, jika ingin memasang ring jantung apakah memungkinkan?
"
884,884,684,684,penyakit-katup-jantung,/komunitas/topic/jantung-obat-pengencer-darah,"hai , tny ni..  ada bocor di klep jntungnya nah akhir tahun lalu kambuh kmudian diberi obat sama  dan dapat obat pengencer darah. dan  minum setiap hari dan kemudian timbul bercak2 biru di tangan dan kaki serta gusi berdarahyang mau saya tny , apakah klo penyakit jantung itu bergantungan dengan obat dlm jangka waktu lama dan apakah obat pengencer darah itu harus tetap diminum? thx "
607,607,407,407,gagal-jantung,/komunitas/topic/kakek-sering-sakit-punggung,"   mau  akhir akhir ini kakek saya (sekitar 58 tahun) menderita sakit punggung, untuk jalan pun susah ditambah lagi wajahnya mulai membengkak dan kakinya juga terus tensinya juga naik.kira"" sakit apa ????terimakasih^^
"
161,161,1599,1599,stroke,/komunitas/topic/darah-tinggi-dan-sulit-bicara,"..  berumur 62thn ,sakit darah tinggi tensi sampai 230 ,srkarang sudah 180.. hampir mengalami struk.
keadaan sekarang sudah normal.. dan masih mengonsumsi obat ,tapi kalau bicara gak jelas yang semua orang tidak faham.. apakah berpengaruh ke saraf? obat yang sebaiknya d konsumsi apa ? mohon d jawab"
1516,1516,2529,2529,serangan-jantung,/komunitas/topic/nyeri-dada-87,. bbrp hari ini kyk ada yg aneh sm dada bgian tengah. kyj ada yg ganjel gtu tiap batuk sama setelah mkan agak nyeri. kl ditekan jg sakit. sakitnya menjalar ke punggung blkg. mau nafas jg agak susah tp bukan sesak. ulu hati jg sakit jika ditekan . itu knp ?
1051,1051,926,926,serangan-jantung,/komunitas/topic/hasil-ekg-9,"   kemarin saya ekg jantung diprodia dan hasilya ada banyak yaitu
sinus bradikardi old antero septal mci early repolarisation le teral .kira kira itu diagnosis apa ya disertai dada kiri seperti di tekan benda berat menjalar ke tangan dan sesak nafas tks
"
150,150,263,263,stroke,/komunitas/topic/setelah-terkena-stroke-ringan-asam-lambung-naik--nafsu-makan-berkurang," , bapak saya sebulan yang lalu terkena stroke ringan atau transient ischaemic attack (tia) dan menjalani rawat inap selama 3 hari di sebuah rumah sakit. 3 minggu setelah pulang dari rumah sakit tiba-tiba perut terasa mual, nafsu makan berkurang dan asam lambung naik serasa mau muntah. beliau sebelumnya juga memiliki riwayat asam lambung. apakah asam lambung kambuh tersebut akibat efek samping dari obat-obatan yg diberikan pasca terkena tia ? adapun obat-obatan yg diberikan tersebut adalah takelin citicoline sodium 1000mg, aptor acetyl salicylic acid 100mg, simvastatin 20mg, dan adalat oros nifedipine 30mg. sampai saat ini beliau masih mengkonsumsi obat-obatan tersebut dan rasa mual masih tetap terjadi. terimakasih .. Ã°ÂÂÂ
"
59,59,1984,1984,stroke,/komunitas/topic/sakit-pada-bagian-kepala,"  , ya saya selama hampir 3 thun ini sering mengalami sakit pada bagian kepala.dimana sakit tersebut menyebabkan saya pingsan dan mulai lupa terhdap apa yg sya kdag alami.
terimakasih "
1800,1800,2813,2813,serangan-jantung,/komunitas/topic/air-gula-untuk-obat-jantung,"hai ,
 nih, benarkah air gula untuk mengobati/meredakan sakit jantung?
bagaimana cara mengobati sakit jantung yg tepat?
apakah rokok dpt memperparah penderita jantung?"
1066,1066,941,941,serangan-jantung,/komunitas/topic/kecanduan-kafein,", saya mahasiswi sudah kurang lebih 3 tahun terbiasa mengkonsumsi kopi instant. ada kah efek sampingnya tdh tubuh khususnya ke perempuan? dan kalau  stop kebiasaan tsb, alternatif minuman apa yg bisa saya pilih?
"
1672,1672,2685,2685,serangan-jantung,/komunitas/topic/nyeri-dada-bagian-tangan-sakit,", apa penyebab nyeri dada ? trus bdan sakit sprti bgian tngan kiri dan sering skit kpla."
455,455,180,180,penyakit-katup-jantung,/komunitas/topic/prosedur-operasi-katup-mvr,"hi  ,  prosedur utk operasi katup mvr itu seperti apa y ? kebetulan  di diagnosis katup bocor dan akan melakukan operasi pada 25november ini , tapi dr pihak rs belum ad konfirmasi lanjutan samasekali , apakah biasanya utk operasi katup bisa langsung tindakan pas hari h y? apakah ad do & don't sebelum operasi ? jika berkenan tolong dijawab , .
"
1682,1682,2695,2695,serangan-jantung,/komunitas/topic/keringat-dingin-4, habis minum obat dari klinik ko keingetan aja yah dari kemarin ? itu ?
1514,1514,2527,2527,serangan-jantung,/komunitas/topic/jantung-26,", saya amy umur saya 18thn. sya , knpa jantung saya ini kdng2 detak jantung ny sngat cepat , klau sudah seperti itu saya langsung sesak nafas  dan saya akan mengalami kram. contoh ny jari2 saya sngt sulit ntk diluruskn . tlng di jwab .  :)"
966,966,841,841,aritmia,/komunitas/topic/jantung-bergetar-seperti-getar-hp,"siang,  berumur 55 tahun. jantungnya seminggu ini sering bergetar mendadak seperti getaran hp.  tidak merasakan sakit tetapi hal tsb cukup mengganggu. penyebab nya apa ? dan bagaimana cara mengatasinya? terimakasih
"
3,3,1558,1558,stroke,/komunitas/topic/stroke-64,  bpk saya berusia 69 tahun terserang stroke lumpuh tubuh bagia kiri krn hipertensi . apa teknik pemulihan yg cocok untuk bpk saya dan apakah bpk saya bisa kembali normal?? trims
831,831,631,631,penyakit-jantung-koroner,/komunitas/topic/pernafasan-sering-berat,"selamat petangkalau nafas sering berat seperti dihimpit dan nafasnya nggak plong gitu   ?terimakasih
"
677,677,477,477,aritmia,/komunitas/topic/urat-urat-di-kepala-yang-mengumpul-berbelit," ,    umur 47th, di kepalanya disekitar pelipis dekat jidat muncul urat- urat yang mengumpul dan berbelit seperti benang kusut. itu  ? bahaya tidak ya?
terimakasih
"
1198,1198,2211,2211,gagal-jantung,/komunitas/topic/penyakit-gagal-jantung," , penyakit gagal jantung itu gejalanya yaitu penumpukan cairan di kaki / kaki bengkak dikarenakan cairan berlebih , yang mau saya kan ialah apa penyebab cairan itu sampai ke kaki hingga kaki itu bengkak ?Ã£ÂÃ¢Â  :)Ã£ÂÃ¢Â "
248,248,1799,1799,stroke,/komunitas/topic/penyakit-cerebrovascular," ,   apa yang di maksud dengan penyakit cerebrovascular ?"
812,812,612,612,penyakit-jantung-bawaan,/komunitas/topic/apa-obat-bocor-jantung-pada-balita," usia 13 bulan, setelah melalui rangkaian test divonis bocor jantung sekitar 0,8 cm sd 1,4 cm. disamping tetap melakukan medical check up, hal atau proses apa yg harus dilakukan pada anak kami agar bisa sembuh? mohon pencerahan . thks"
1383,1383,2396,2396,aritmia,/komunitas/topic/apa-obat-untuk-pingsan-seperti-ini,",, aku sering pingsan disekolah sebelum itu aku selalu merasa pusing diseluruh kepala apalagi di bagian belakang , dan itu ada gejalanya lagi seperti jatung detaknya ngk beraturan gtu  :( bantu  trimakasih"
1334,1334,2347,2347,aritmia,/komunitas/topic/penyakit-yang-saya-derita-ini-apa," pagi saya halim 22...gini saya mengalami pusing,sakit pada belakang leher jantung berdeber kencang,perut kembung,saya sering kesemutan,dan darah saya 100.kira l2 penyakit apa ygbsaya derita ."
305,305,30,30,penyakit-jantung-bawaan,/komunitas/topic/nafas-bayi-sperti-orang-habis-lari-kcpean,"met ,  tan... anak sya nafas nya sperti orang habis lari kcapean dan bayi itu selalu di kamar ga pernah kluar terkecuali mandiin dan jemur
"
934,934,809,809,gagal-jantung,/komunitas/topic/ekg-pada-ibu-hamil,",

apakah pemeriksaan ekg pada ibu hamil aman untuk dilakukan ?
 ,"
543,543,343,343,aterosklerosis,/komunitas/topic/perut-sering-nyeri-3,"met mlm ,saya ibu dari 2 org anak yg di cesar,,umur 38 thn,,pertnyaan saya  ya perut saya sblah bawah terasa nyeri sampai kaki saya terasa keram,,,mohon jawabann,,sblmnya trimah kasih
"
1591,1591,2604,2604,serangan-jantung,/komunitas/topic/sakit-dada-sebelah-kiri-11," .
kemarin saya mengalami sakit dada di sebelah kiri, sesak nafasnya tidak terlalu, tapi rasa sakitnya seperti ditusuk itu sangat berasa. dan jika saya coba untuk berdiri sambil kepala saya menengadah keatas itu rasanya kayak mau pingsan . tolong penjelasannya."
1582,1582,2595,2595,serangan-jantung,/komunitas/topic/jantung-sakit-ketika-minum-air-putih-saat-bangun-tidur, berumur 19 tahun . saya mengalami jantung sakit saat minum air putih ketika bangun disaat pagi hari . kejadian itu saat sering sekali . sakitnya itu sakit sekali. dan juga saya mengalami kesemutan dikaki ataupun di tangan yang sangat sering . ini gejala penyakit apa yah  ? terimakasih
743,743,543,543,serangan-jantung,/komunitas/topic/jantung-bergetar-seperti-getar-hp,"siang,  berumur 55 tahun. jantungnya seminggu ini sering bergetar mendadak seperti getaran hp.  tidak merasakan sakit tetapi hal tsb cukup mengganggu. penyebab nya apa ? dan bagaimana cara mengatasinya? terimakasih
"
1511,1511,2524,2524,serangan-jantung,/komunitas/topic/nyeri-pada-dada-sebelah-kiri-3,"selamata siang..
 sy sering merasakan sakit pada dada sebelah kiri, rasa sakit seperti ditusuk2, sperti diremas2, ditekan sampai sy merasa sesak untuk bernafas, jqntung berdebar2, tangan sebelah kiri sy keram tiba2 merasa lemas & ini sering terjadi...
kira2 apa  penyakit yg sy derita saat ini?
 sebelumnyaÃ£Â¢Ã¢ÂÃ¢Â¦.."
662,662,462,462,aritmia,/komunitas/topic/jantung-berdebar-debar-dan-sesak-napas,"   saya tadi malem dada saya terasa nyeri dan sesak napas dan juga detak jantung saya berdebar debar secara cepat lalu ketika saya  kepada   menyarankan saya untuk meminum obat digoxin dan setelah saya minum digoxin jantung saya berdebar debar terus  itu kira kira  yah saya baru pertama kali meminum obat digoxin??
"
496,496,221,221,penyakit-katup-jantung,/komunitas/topic/asam-lambung-atau-jantung-3," fok ...
sudah beberapa bulan ini saya sering merasa begah sering sendawa dan sesak di tenggorokan kadang di dada..
dan dada suka terasa sakit ringan,kadang di tekan juga sakit...
saya sudah ekg dan rontgen dada kata  umum ada pembengkakan di jantung,lalu saya ke  spesialis jantung ka tidak ada pembengkakan, spesialis bilang ada masalah di katup jantung,tapi tanpa pemeriksaan lanjutan hanya menggunakan stetoskop,dan saya diberikan obat bloker,
saya masih ragu  karena ada perbedaan,jadi apa yang harus saya lakukan dan apakah obatnya harus saya minum"
564,564,364,364,gagal-jantung,/komunitas/topic/apa-yg-dimaksud-disfungsi-diastolik-lv-gangguan-relaksasi,"apa yg dimaksud disfungsi diastolik lv gangguan relaksasi ?
"
1197,1197,2210,2210,gagal-jantung,/komunitas/topic/apakah-asma-bisa-di-sembuhkan-atau-tidak, kaya terasa sesak  terus kadang dada saya suka sakit kalo di tekan apakah saya penderita asma
1375,1375,2388,2388,aritmia,/komunitas/topic/jantung-berdetak-kencang-2,"
  perihal jantung
beberapa minggu kemarin ketika melakukan shalat, tiba2 detak jantung saya meningkat..
normalnya tensi saya adalah 120/80, ketika itu naik hingga 160..
tapi saya tidak merasa pusing, mual atau nyeri di dada
hanya detak jantung terasa kencang sekali
akhirnya malam itu saya minum captropil dan periksa ke  dan dinyatakan normal, hanya diberi isosorbid dinitrate.
kira2 apa penyebab n?
"
1062,1062,937,937,serangan-jantung,/komunitas/topic/jantung-149," dada sebelah kiri saya sampe ke punggung belakang itu rasanya nyeri trus nafas saya pendek,irama jantung saya juga gx normal itu gejala sakit jantung bukan,?
"
987,987,862,862,aritmia,/komunitas/topic/termasuk-serangan-panik-atau-penyakit-lebih-serius,", saya soleh umur 26thn. awal tahun baru 2019, dada saya berdebar lbh kencang dg tiba2, sbelumnya pernah alami demikian tp beberapa menit hilang. namun beda dg saat itu akhir saya masuk iccu dan mendapat perawatan hingga skrang kadang msh rasakan dada berdebar dan diakhiri dg nyeri dada. pernah tes darah dan rontgen dada, hasil semua normal.pada bulan april disarankan usg jantung. kira2 apakah penyakit saya ini termasuk panik atau lbh parah?
"
1573,1573,2586,2586,serangan-jantung,/komunitas/topic/apa-jenis-sakit-maag-saya,"slamat . saya mengalami sakit maag yg cukup mengganggu aktifitas saya. sehabis makan saya pasti selalu mual dan di jam tertentu walaupun sy baru saja makan saya tetap merasa mual dan pasti muntah. rutin di jam 5-7 mlm dan di 9-11 mlm, dan akan parah klo saya tdk tdur sampai dini hari . apa jenis sakit maag saya dan pengobatan jg obatnya seperti apa . sekian dan trimakasih semoga tuhan selalu memberkahi kita semua."
327,327,52,52,penyakit-jantung-bawaan,/komunitas/topic/apa-ejention-fraction,"putra saya sekarang umur 4 tahun, penderita jantung bocor .padahal anaknya sehat fisiknya dan aktif sekali. hasil echo bulan ini mengatakan ejection fraction 66,0 % sedangkan 6 bulan lalu ejection fractionnya 63,3 %. apa kesimpulan dari hasil sekarang dan 6 bulan lalu ...
"
651,651,451,451,aritmia,/komunitas/topic/jantung-berdebar-tak-karuan--sesak-nafas--badan-lesu-letih-lemas09b12b," ..saya pria umur saya 26...  jantung saya dalam waktu"" sekarang ini selalu berdetak kencang dan di sertai nyeri??dan pernapasan saya pn terasa begitu susah(pendek) di tambah lagi badan lemas/letih dan lesu..dalam waktu beristirahat pn saya merasakan begitu tidak nyaman( kadang sesak nafas, jantung berdebar disertai nyeri, kadang juga persendian terasa nyeri)terimakasih  atas balasannya..semoga selalu diperlancar dalam segala hal. dan selalu di berikan kesehatan..aamiin
"
795,795,595,595,penyakit-jantung-bawaan,/komunitas/topic/bawaan-jantung-bocor-pada-bayi-2,", sy mau bertan bayi sy br berusia 2 bln dgn kondisi jantung bocor alhamdulillah berat badan ny bertambah trus. yg sy kan apakah boleh bayi sy ini di bawa mudik / keluar kota dg kondisi sprti ini? tq
"
1325,1325,2338,2338,aritmia,/komunitas/topic/jantung-59,", .

saya ingin , jantung saya sejak smp kadang2 ada pause/jeda (kurang lebih satu detik) dan saya biasanya batuk karena rasanya sesak. sewaktu sma saya rasakan bisa dua minggu sekali, tapi akhir-akhir ini biasanya sebulan atau dua bulan sekali (sekarang saya kuliah). kadang-kadang dada saya juga terasa sakit. kira-kira bagaimana ?

"
1172,1172,2185,2185,gagal-jantung,/komunitas/topic/pembesaran-jantung,..?? saya didiagnosa mengalami pembesaran jantung..apa obat yg harus saya minum..?? apa obat digoxin cocok dengan pembesaran jantung..kalau cocok dosisnya gimana...
351,351,76,76,penyakit-jantung-koroner,/komunitas/topic/penyakit-apa-yang-menyebabkan-kematian-mendadak-," ingin , sebelum  meninggal beliau memiliki keluhan jantung seperti di tusuk, sakit di bagian tulang belakang dan pundak, pingsan sampai tidak sadarkan diri. kondisi ini beliau alami selama 5 hari, dan pada akhirnya meninggal dunia. kira kira penyakit apa yang bisa menyebabkan kematian dengan gejala seperti itu?
"
379,379,104,104,penyakit-jantung-koroner,/komunitas/topic/jantung-dan-pembuluh-darah-koroner,", apakah perbedaan antara infark miokard dan acute coronary syndrome, apakah karakteristik nyerinya sama dan bagaimana penatalaksanaannya?terimakasih 
"
1123,1123,2136,2136,gagal-jantung,/komunitas/topic/susu-kambing-untuk-penderita-gagal-jantung-kongestif,",  umur 49 tahun, sekarang menderita gagal jantung kongestif dan mendapatkan terapi obat dari . kalau mengkonsumsi susu kambing aman atau tidak ya?"
392,392,117,117,penyakit-jantung-koroner,/komunitas/topic/sakit-dada-287,"hi tor, saya berumur 23 tahun tetapi saya ada darah tinggi dari umur saya 20. sejak menjak ini, saya berasa amat sejuk biar berada dalam bilik yang tak on kipas atau aircond. saya sering berasa nak pitam dan sesak nafas. semalaman saya kerja tiba2 dada sebelah kanan saya seperti orang tekan. adaka saya perlu pergi hospital?
"
579,579,379,379,gagal-jantung,/komunitas/topic/gejala-gagal-jantung-atau-ispa,",   tentang istri saya setelah melahirkan caesar ada batuk bercak berdarah dan sesak nafas setelah berobat ke , bercak berdarahnya sudah hilang dan sesak nafasnya masih tetap tidak hilang, info dari konsul pertama istri terindikasi ispa, setelah konsul kedua dengan  yang lain infonya terindikasi terindikasi gejala gagal jantung.hal yang di alami istri saya- mudah cepat lelah- mudah cepat berkeringat  dan mohon bantuannya
"
1737,1737,2750,2750,serangan-jantung,/komunitas/topic/susah-bernafas-2,"
  , uda 2 hari dada saya terasa sakit  , susah bernafas dan kadang terasa ngilu gitu  , apa lagi di riau selalu kabut
tu penyakit apa  ??
solusinya gimana  ??"
276,276,1,1,penyakit-jantung-bawaan,/komunitas/topic/pfo-jantung,"siang, apakah pfo jantung bayi ukuran dibawah 1 cm atau 0,16 bisa menutup?
"
1574,1574,2587,2587,serangan-jantung,/komunitas/topic/penyakit-apa-31,"slamat ,
,   kalau seumpanya dada bagian kiri itu terasa sakit ketika brubah posisi atau menunduk itu di karenakan punya pentakit apa ???"
1553,1553,2566,2566,serangan-jantung,/komunitas/topic/cepat-lelah-tapi-jantung-dan-paru2-normal,"bapak saya cepat lelah, cepat menggeh2 setelah jalan 200m dan kalo setelah bungkuk saat mandi (nyiduk air), setelah cek, rekam jantung normal, rontgent paru2 normal.  bapak saya sampe bingung bapak sy . itu kira2  ?"
